id,example,term,binary_label
520,Happy birthday to the biggest retard out there. Youre my favorite retard though @jennahnorberg happy birthday nigs,retarded,1
527,"Having a 'new boyfriend' every month doesn't mean you're gorgeous.... It means you're easy, and retarded.",retarded,1
543,I can't blow bubbles or whistle. I'm basically retarded.,retarded,1
545,I feel utterly retarded. Thanks big brother&#128563;&#128514; @Crawford96M,retarded,1
560,I think this nigga retarded G,retarded,1
577,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.",retarded,1
591,Kobe is fat &amp; Im white &#9996;RT @jwill252: Some people just retarded lol RT @TheTrackMamba: Y'all really think Kobe Fat tho??? Give me a break!!,retarded,1
626,Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons,retarded,1
663,People are fucking retarded lol,retarded,1
664,People get more and more retarded everyday,retarded,1
665,People on this site are fucking retarded sometimes,retarded,1
704,RT @Bidenshairplugs: I'd like to issue a formal apology to Israel for our piece of shit anti-Semitic President and his retarded Secretary o&#8230;,retarded,1
728,RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;,retarded,1
736,"RT @HoboKarl: While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5&#8230;",retarded,1
759,"RT @KxRxSxB: We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches",retarded,1
777,RT @PinkDuckTwist: LMFAO WTF &#8220;@MakeMeSpazz: &#8220;@TheKingSimp: Niggas on here really retarded http://t.co/arhySCAMu6&#8221; &#128553;&#128514;&#9996;&#65039; I'm tf out!!&#8221;,retarded,1
782,RT @PookieHuny: #EndoftheWorldConfessions I follow all of these retards on Twitter because they're all a bunch of morons &amp; I need g ...,retarded,1
791,RT @SalamanCode: Proof that thots are retarded. http://t.co/rHJSlL9i9f,retarded,1
877,RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1,retarded,1
979,RT @ivanrabago_: @InfamousCoryOG @_WhitePonyJr_ @EakaErick there's only like one retarded fucking beaner that does and he's a stupid ass ex&#8230;,retarded,1
981,RT @jballinbutts420: @Jamie_Caudillo you're retarded enough to be both. But atleast I have a date to bring you on for your birthday&#10084;&#65039;&#128535;,retarded,1
987,RT @lmfaohilarious: Never go full retard http://t.co/LMk3TX5ViC,retarded,1
989,"RT @luke_brooks: There was a fly that was banging into all the windows and I called it retarded but then I thought to myself ""umm I'm talki&#8230;",retarded,1
999,RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.,retarded,1
1009,Ran here from my house too... I'm kinda retarded. Lol,retarded,1
1010,"Rand went full retard some time ago &#8220;@RichardBSpencer: @SenRandPaul isn't ""playing the game""... he's just retarded.
 http://t.co/ZpKimh9fTG&#8221;",retarded,1
1012,"Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. 
#wasteoftime",retarded,1
1026,"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship",retarded,1
1041,There are some retarded ass movies on Netflix,retarded,1
1052,These niggas retarded... Lmfaoo,retarded,1
1061,This kid looks like a retard when he tries hiding his phone... so obvious,retarded,1
1140,lmao slow new day for madonna fans huh? collaborating with Siri? haha that sounds retarded. so she may oray not use a sound sample.,retarded,1
1158,stupid teacher talks to @RandyMower like he's retarded,retarded,1
1159,they're working on a bill to prevent retards from voting. who knew retards COULD vote? things are starting to make sense now.,retarded,1
1162,you're such a retard i hope you get type 2 diabetes and die from a sugar rush you fucking faggot @Dare_ILK,retarded,1
123,"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding",teabagger,1
205,@Herfarm Move out of our country teabaggers!,teabagger,1
224,"@JamesOKeefeIII @jdhayworth James, nobody (save a couple illiterate, inbred teabagger morons) gives a flying fuck about your ""revelations.""",teabagger,1
243,@MissStef0318 @_MariaPetrova teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism.,teabagger,1
300,@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people,teabagger,1
348,@fairflattaxnow discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans,teabagger,1
503,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr",teabagger,1
723,RT @DestroTheNoble: I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide @nekolin @1SleepingGiant,teabagger,1
976,RT @it_itt: @docrocktex26 doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. @AfricanPrinces&#8230;,teabagger,1
1022,"Sheeple just like &#128073;@sweetpotatertot:OH those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. http://t.co/x3BwNM3jiI&#8221;",teabagger,1
1033,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS,teabagger,1
1068,"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/9ZWr3O33iu #wtf",teabagger,1
248,@MrMooncricket @FuckTheMallcops @AtBlackface @UncleUnco @BobbyBotsods @RacistNegro69 y'all is coons n uncle toms,tom,1
394,"@sweetakin Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.",tom,1
435,"Big Squawk: Q: when will DFL dump Ryan ""Uncle Tom"" Winkler? } Not going to happen Berg Bleat on.
#mngop proud #stribpol #mnleg",tom,1
437,"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk.",tom,1
567,"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?",tom,1
583,It's a lot of Uncle Tom ass niggas out here.,tom,1
686,RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;,tom,1
993,RT @pambesteder: **WOW* according to this tweet by @Tarascan68 Obama must have been an Uncle Tom? http://t.co/Klcsgy9JPW,tom,1
1072,Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ,tom,1
3,!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny,tranny,1
129,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Blonde tranny ass fucked http://t.co/80aRX0QJxz",tranny,1
206,@Hi__________Bye omfg or the other pics of the tranny lmao,tranny,1
229,@JjLoveUp tranny,tranny,1
253,"@OG_Dakota lemme just throw a 302 in it, how's the tranny??",tranny,1
304,@SydneeSmalling fuck Miley tranny looking now damn ass nigga,tranny,1
350,@georgiathenewsa @Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,tranny,1
387,@sassyharryballs ur ballsack is hairy gtfo tranny prude bitch,tranny,1
514,Gary's girl was a tranny. RT @Em_99car: I wonder what would have become of @rickspringfield if he'd written 'Gary's Girl'.,tranny,1
586,Kim Kardashian look like a tranny with all that surgery,tranny,1
40,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",trash,1
55,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",trash,1
77,"""@rhythmixx_: I told Mariam to but cigarettes for her birthday"" You also called me trash rn",trash,1
80,"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",trash,1
100,"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;",trash,1
110,"""They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch""",trash,1
124,"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding",trash,1
125,#California is full of white trash,trash,1
126,#California is full of white trash who moved from #Oklahoma,trash,1
127,#DTLA is trash because of non-Europeans are allowed to live there.,trash,1
128,#Skating is for trash.,trash,1
156,&#8220;@NiggaImTatted: Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga,trash,1
157,"&#8220;@SimplyHype: @kobebryant shut the fuck up, you fucking trash nigga, work on another ring&#8221; http://t.co/6RleNKR7EE",trash,1
189,@CBSThisMorning @charlierose racist @NorahODonnell tx trash racist why wld u intvw @MittRomney n ask racist questions itwas so disrespectful,trash,1
201,@FrankieJGrande fugly queer white trash,trash,1
213,@Hunglikerobby_ @triple6em96 @bbluedreamm I was nice to the dumb bitch then she puts her nose all up in my business Eat shit white trash hoe,trash,1
221,@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,trash,1
232,"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri",trash,1
241,@Lovelesslovely @Kwitchabichen25 hey aklve! Im taking out the black ghetto trash. Youre blocked nigger,trash,1
258,@PerezHilton \the whole bunch of the trash needs 2 jus go away. they r jus trash!!!,trash,1
272,@RealNoth no wonder your career is in the dump that's where trash like you belongs. Thanks to @greggutfeld for pointing out your true colors,trash,1
273,@RealSkipBayless haha how much are you payed to CONSTANTLY NOT KNOW what you're talking about??? Dumb ass &#128514;&#128076; wade is trash,trash,1
278,@RespectBox @lefthooklounge @Rodriguez5_ he's texas trash bro,trash,1
283,"@RonnieMack12 dawg, you so trash your momma got charged with littering when she dropped you off for school",trash,1
290,@Sarakateee @FaZe_Rain I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay,trash,1
306,@Tattoo_MyLife cuz the whole team trash,trash,1
313,@The_Gambit Ha. He ain't welcome in Washington State or Nashville. Serpas is straight trash.,trash,1
320,@Willstreakk @Tycff10111 by trash I meant u lmaooo,trash,1
321,@Wimp_W_Diesel yu forgot we beat yall? Thats like a garbage man calling a janitor trash,trash,1
329,"@aldofelix naw dude I wish, they're white trash",trash,1
341,@beesands10 But that's what you call white trash with money!!!!!,trash,1
343,@chemicalkidss this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET,trash,1
351,@gonzalez_sassy ur not sassy white trash change ur username,trash,1
374,@mah5H stfu white trash,trash,1
375,@mflagginski I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.,trash,1
377,"@michigannews13 wow. Thats great language coming from a HS coach, you sure are a role model, you're trash, just like your account",trash,1
379,@mikecheck_123 the favorite drink of white trash everywhere....,trash,1
385,"@realDonaldTrump he looks like reg. Memphis,tn. trash! we got them everywhere.",trash,1
406,@zeitgeistbabe I hear Bill likes trailer trash like you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright,trash,1
421,Ain't nuttin but a white trash party.,trash,1
423,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls.",trash,1
427,America is white trash and so are all Americans.,trash,1
430,Anyone who came to the US as an indentured servant is white trash.,trash,1
454,Damn Joe Buck just making it sound like Greinke was trash when he played for the Royals. Chill out Joe.,trash,1
455,Damn Kaepernick is trash man,trash,1
480,"Dominoes, moonlit lake, Velvet Underground, honey whiskey = white trash heaven. I accept your ridicule...but just tonight.",trash,1
485,Don't tell me Ryan Tannehill's better than Dogshit Alex Smith's trash ass too. Fuck.,trash,1
486,Doug Martin trash,trash,1
487,"Drake T.I&#8220;@MsBTxo &#8220;@_sirhampton_ 3 Stacks, Kendrick RT @xHollywoodCourt: Name a rapper that alot of people like...but you think is trash&#8221;&#8221;",trash,1
488,"Dude was talmbout ""I don't know why everyone hates Nickelback!"" Because they're trash, that's why.",trash,1
489,Dumpster RT @baskgod: Gahbage RT @_sirhampton_: Chicks that smoke are trash. No in between. No debate.,trash,1
499,"Every character on #Thesimpsons is trash. And they're trash on purpose. If you don't get that, you don't get the joke.",trash,1
507,Fitzpatrick is trash bruh,trash,1
542,I already know you trash if being tatted is on the list of things you want in a nigga..,trash,1
547,I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514;,trash,1
552,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,trash,1
553,I hate the white trash cops who raped and murdered my infant daughters and son.,trash,1
569,If someone is part of 'James X' then he's a white trash cultist.,trash,1
578,"If you would have followed George Washington in 1776, it means that you're white trash.",trash,1
596,Lakers are trash right now.,trash,1
606,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid,trash,1
607,Members of non-traditional religions are all sub-human trash.,trash,1
612,"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""....",trash,1
622,ON. SIGHT!! RT @MichyDoe: Bitch I bet not see you in the streets @CoreyWhiteJr3 trash ass nigga,trash,1
624,"Obama&#8217;s faves: Muslims, black ghetto trash http://t.co/qTfjRAijwn via @worldnetdaily",trash,1
635,"Okay, so maybe not every in #LosAngeles is evil. But I would 80% of the people I've encountered have been trash, another 10% barely human.",trash,1
636,Oklahoma has 250 more yards than TU and is only up 4 points? trashhhhhhhh ass teams big xii trash,trash,1
639,"Omg he's at it again. He's the most pathetic, spineless, no balls having piece of trash on twitter I've ever seen. Let me go throw up, blah.",trash,1
643,On UPenn campus all the black chicks here are trash but they're gonna be paid,trash,1
650,Only Americans are degenerate enough to 'honor' their war dead by having a barbecue. Anyone who 'grills out' for Memorial Day is trash.,trash,1
651,Only Americans would hire white trash with ties to international terrorism as police officers.,trash,1
652,Only we would cut our best tight end and resign a trash nigga who can't make a play to save his life,trash,1
653,Only white trash and morons are offended by the #Redskins team name. #Liberalism,trash,1
654,Only white trash watch football.,trash,1
655,Only white trash would call slants and hindis and moslems their equals.,trash,1
662,Pennsylvania is white trash and is so are all Pennsylvanians.,trash,1
666,People who chose the country over the City are miserable trash. They deserve neither respect nor consideration. They are less than scum.,trash,1
667,"People who enjoy shows like @SouthPark and @FamilyGuyonFOX are douche bags. Usually white trash, too.",trash,1
669,"People who go to church in Hollywood, CA are all white trash filth.",trash,1
670,People who grow their own vegetables are nothing but common peasant trash.,trash,1
671,People who live in #theNetherlands are unwashed trash.,trash,1
672,People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.,trash,1
680,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot",trash,1
690,RT @Annnna_dav69: I hate trailer trash &#128567;,trash,1
695,RT @AyMrCarter: Apologies trash.. What's understood ain't gotta be explained,trash,1
699,RT @BasedPaco: The NFL is very equal this season everybody showed glimpses of being trash,trash,1
715,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;",trash,1
726,RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was trash,trash,1
729,RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;,trash,1
780,RT @PlainBlack_D: Get these trash ass niggas outta my stadium!!! &#128514;&#128514;&#128514;,trash,1
787,RT @RosieZaya1: Ur fucking white trash,trash,1
841,RT @YungRalphMaejor: &#8220;@iDocLyfe: Worst movie you can think of?&#8221; Fan that fucking trash netflix be posting shit that looks like a porno,trash,1
862,"RT @_JBsoprano: ""Young N****s act hard and all the bad B*****s grew up to be trash broads"" -@JaeTips",trash,1
888,RT @_lvrking: chris brown is trash.,trash,1
905,RT @almostkanye: RT @Resolutionary_: if Crabtree woulda caught that over Sherman for the game y'all woulda said Sherman trash &amp; he got what&#8230;,trash,1
908,RT @anticvlum: @NoneShallPass97 trash eating trash,trash,1
955,RT @daliasza: &#8220;@NoChillPaz: Me when somebody says Childish Gambino is trash http://t.co/8ejOHDLdD9&#8221;,trash,1
956,"RT @delphrano: Berto couldn't KO this dude who wanted to get KO'd&#8230;Berto's trash, Upsher's trash, that fight was trash. #BronerTaylor #Boxing",trash,1
957,"RT @desusnice: ""In 2014 you tweeted that Migos were trash. Care to explain?"" - 2064 Supreme Court Confirmation Hearing",trash,1
958,RT @downswinging: brendon urie must make other boys feel like trash,trash,1
1017,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.,trash,1
1028,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.,trash,1
1030,Spics are half breed trash. No filthy native should be allowed to speak to any European.,trash,1
1066,Those guys are the definition of white trash,trash,1
1071,"Typically hateful, anti-Christian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin http://t.co/tW9Nl5Hkmt",trash,1
1093,"Yea alright redneck white trash""@CamoPearls: Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!""",trash,1
1099,Yeezus was fuckin trash,trash,1
1106,"Yost on Portsmouth ""this is the biggest white trash county in the nation"" #YostKnowsMost @iDOWNTOWN",trash,1
1119,You're just trash like sorry,trash,1
1124,apparently I'm pathetic trash alright (-:,trash,1
29,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",uglies,1
162," If this ugly ass niggah can be with her , I can too . Tf she with Chuu Baka for anyways this niggah look like a... http://t.co/lVNDRDPpQT",uglies,1
222,@JaiBrooks1 ur brother looks so queer and ugly,uglies,1
231,@KamRenee ugly nigger,uglies,1
246,@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ugly gay nigga bitch fucking peace of shit,uglies,1
254,@OfficialSkaiS kill yourself ugly ass monkey looking shit,uglies,1
289,@Sarakateee @FaZe_Rain I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay,uglies,1
382,@prettygrl_rocky ugly dyke,uglies,1
384,@real5Hfacts stfu u ugly dyke,uglies,1
386,@sassyharryballs ugly white bitch,uglies,1
388,@sbsylvester @kieffer_jason @hunterbuch66 bitch u ugly then hoe,uglies,1
400,@vj44 did I mention you are an ugly cunt? Go back to Iran.,uglies,1
401,@white_thunduh my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,uglies,1
432,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,uglies,1
447,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,uglies,1
458,Damn hoe.. You so ugly even hello kitty said goodbye.,uglies,1
619,OMG @FrannyHilIson: @pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams,uglies,1
709,RT @ChiefOpe: #BadCombinations An Ugly bitch who's loud af,uglies,1
712,RT @ChrisJustJoking: You gotta fuck ugly bitches from 3 towns over that you'll never see again so you can work the kinks out of your sex ga&#8230;,uglies,1
776,RT @Phuneas: Going as Candace for Halloween lmao ugly bitch,uglies,1
836,RT @Yennno_Nay: Now a days bitches will beef w/ you over something that has nothing to do w/ them &#128514;&#128514;&#128514;&#128514;&#128128; bitch yo ugly ass wasn't a factor a&#8230;,uglies,1
1070,"Typically hateful, anti-Christian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin http://t.co/tW9Nl5Hkmt",uglies,1
1075,"Well gahdamn. RT @HuhWhatsACondom: Wooooow &#8220;@moesdeph: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;",uglies,1
1077,Women who are feminist are the ugly bitches who cant find a man for themselves,uglies,1
1085,Wtf am I watching bgc I hat watching these ugly ass ghetto hoes put there family name to shame,uglies,1
1131,dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;,uglies,1
146,&#8220;@FreddieGibbs: Tea bag a bitch.&#8221; Pahahaha,bag,0
288,@Sammy_Sicko Get me a bag of those pink n white coloured van sweets please. Thanks dude :-),bag,0
548,I get a 50 pound bag of dawg for the mutts,bag,0
694,"RT @Avery_Ave23: &#8220;@iKeepItTooReal: When the trash bag is so full , you can barely tie it....&#128548;&#128548; http://t.co/OtzfiqMWI0&#8221;OMG!! STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;",bag,0
722,RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.,bag,0
772,"RT @Papa_Erwin: This beat deserves Hennessey, a bad bitch, &amp; a bag of weed. The Holy Trinity",bag,0
801,"RT @TitansHomer: Me: Do you sell any larger sized condoms?
Her: Sir those are 13 gallon trash bags!
Me: *winks until security escorts me &#8230;",bag,0
960,RT @drizzyswerve96: @0kkaren it looks like he's wearing a trash bag,bag,0
965,"RT @eidolon_ebooks: dreamt i was in a trash bag, btw.",bag,0
1043,There is a trash bag in my hall thats been there for like 2 wks. Weird thing: it changes consistency every few days,bag,0
1135,"eharmony just informed me that my soulmate is an 02 Sea Doo with a trash bag of Whataburger taquitos bungeed on top. Thx, Dr. Neil Warren.",bag,0
5,""" black bottle &amp; a bad bitch """,black,0
54,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",black,0
108,"""The devil grows inside the hearts of the selfish and wicked
White, brown, yellow and black color is not restricted""",black,0
134,"&#8220;@AshlynWynns: I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",black,0
151,"&#8220;@Maxwell_Larsen: When you live this gay, you can't be afraid of two black dicks in your butt"" you fucking queer",black,0
164,"*goes to olive garden*
*Turns into a cracker*
""@gIacier: *goes black friday shopping*
*turns into a nigger*""",black,0
166,"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz",black,0
172,@1SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death!,black,0
188,@BloggerBoxing yea....what did it do for Maidana? It made him a greedy faggot loser. Atleast Broner is black...,black,0
239,@Lovelesslovely @Kwitchabichen25 hey aklve! Im taking out the black ghetto trash. Youre blocked nigger,black,0
269,@RSBerto Dumb Haitian fake black faggots. Go to Haiti and neck yourself.,black,0
275,@RealSkipBayless man what about Wilson being the 2nd Black QB to win a chip? Talkn about trash talk. No shine for Russell..,black,0
297,"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil",black,0
326,"@_westwest_yall @phampel WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot",black,0
342,@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea,black,0
347,"@eruditetina @Orgleader Hey @RevJJackson why dont u get ""involved in black on black situations""? 'Cause hate whitey? B honest now #MikeBrown",black,0
354,"@infidelpamelaLC I'm going to blame the black man, since they always blame ""whitey"" I'm an equal opportunity hater.",black,0
360,@kiara_curry i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to,black,0
393,"@sweetakin Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.",black,0
396,@syd_renae okay cool then I'm not the only one &#128520; mine is black and fuzzy and it has PINK on the back in all sparkles &#128081; hallelujah,black,0
408,A fat bitch &gt; RT @WayneL_Jr: A strong black woman &gt; RT @Ivan_splash: Kim&gt;Kourtney&gt;Kendall&gt;Khloe&gt; Kylie,black,0
436,"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk.",black,0
439,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.,black,0
440,Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,black,0
441,Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,black,0
464,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",black,0
519,Happy birthday nig @Khyzzer1 ! Miss your black ass &#128514;&#128526; #TU,black,0
537,"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself",black,0
575,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?",black,0
580,"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb",black,0
621,OMGGGGG...!!!! Nigga said Jerry ... black bitch.,black,0
625,"Obama&#8217;s faves: Muslims, black ghetto trash http://t.co/qTfjRAijwn via @worldnetdaily",black,0
642,On UPenn campus all the black chicks here are trash but they're gonna be paid,black,0
679,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot",black,0
684,RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;,black,0
733,RT @HawkinsUSA: Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;,black,0
739,"RT @JamesOKeefeIII: Denver TV airs clip of digging through trash in ""Ghetto Aurora"" to put Black and Mexican ballots to ""good use.&#8221; http://&#8230;",black,0
758,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,black,0
760,RT @LANURSE1: Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot @KLSouth http://t.co/P&#8230;,black,0
764,RT @Medz4u: &#8226;not all black girls are ghetto though,black,0
778,"RT @PlMPCESS: In the fashion world ""urban"" definitely means ""stolen from black people"" it's ghetto on us, and urban on them haha http://t.c&#8230;",black,0
802,"RT @TooRacist: Some black guy at my school asked if there were colored printers in the library.
""It's 2014 man you can use any printer you&#8230;",black,0
847,RT @ZephTheGreat: Not all black girls are ghetto .,black,0
922,"RT @brownandbella: YASSSSSSSSSSSSSS!!!! RT @DearLeader10: Nothing wrong with Black girls having high dick standards, our pussy bomb nigga!",black,0
942,RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.,black,0
969,RT @gab_mccarthy: @rosestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but then there's the yellow writing on the black jerse ...,black,0
984,RT @julia_rodd: When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ &#8230;,black,0
1001,"RT @vodkapapixo: Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well.",black,0
1014,"Remember when black girls out numbers in front of shit. ""I'm 9 hungry"" ""You 7 stupid hoe""",black,0
1016,Rihanna's Favorite Thing About White House Visits: 'My President Being Black' http://t.co/86zVJUzJLr #Solidarity Poking whitey-not wise..,black,0
1034,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day &#128545;&#128545;&#128074;&#128298;&#128163;,black,0
1054,They come to you out of the blue. They make others see red and green with envy. They aren't always black or white. You're not yellow luckily,black,0
1114,"You know I'm not big on the NFL, but I'm so sick of hearing all of this ""Black and yellow"" shit. LOL @ bandwagon fans and hell, GO PACKERS!",black,0
1125,b/c she likes black men and rap music? Huh lol RT @Magssca: @WaymoTheGod in general she wants to be colored,black,0
1147,might have to play the b2k tonight for my black hoes you know i still care about yal,black,0
1148,my bitch look like a black barbie n nigga imma ken doll breath smellin like filet mignon and menthols..,black,0
15,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",chick,0
170,@ the chick who is gorgeous and so fine but her pussy stinks,chick,0
448,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,chick,0
490,Dumpster RT @baskgod: Gahbage RT @_sirhampton_: Chicks that smoke are trash. No in between. No debate.,chick,0
505,Fine chicks lap dances always trash,chick,0
562,"I told that chick tell the truth, if you the realest bitch i ever met then show me some proof",chick,0
644,On UPenn campus all the black chicks here are trash but they're gonna be paid,chick,0
